0.00000 0.27291
0.02565 0.27225
0.04885 0.27159
0.07695 0.27093
0.10260 0.27093
0.12580 0.27225
0.15267 0.27159
0.17832 0.27423
0.20519 0.27687
0.21985 0.27885
0.23206 0.28678
0.25160 0.29273
0.28702 0.29207
0.31389 0.28546
0.34198 0.27621
0.36885 0.25242
0.40427 0.21410
0.42504 0.17974
0.45069 0.14537
0.47756 0.11366
0.50809 0.09846
0.53496 0.07731
0.56305 0.06278
0.57771 0.05419
0.59237 0.04097
0.59969 0.03040
0.61802 0.02974
0.63023 0.03106
0.64489 0.02445
0.70229 0.01982
0.78290 0.02115
0.89038 0.02181
