0.00000 0.22005
0.02600 0.21934
0.04963 0.21509
0.07799 0.21297
0.10399 0.21439
0.12880 0.21509
0.15598 0.21722
0.18198 0.21722
0.21034 0.21509
0.23634 0.21439
0.25524 0.21297
0.29188 0.20802
0.31669 0.20873
0.34269 0.20943
0.37223 0.20660
0.42541 0.19741
0.45258 0.18892
0.48095 0.16981
0.51049 0.15920
0.54003 0.14788
0.56366 0.13019
0.58139 0.11745
0.59675 0.10401
0.61566 0.07642
0.62275 0.06863
0.64993 0.05873
0.67710 0.06863
0.70192 0.07642
0.72792 0.07783
0.75391 0.07429
0.78109 0.07146
0.80591 0.07005
0.83545 0.07217
0.88981 0.07642
